🧘‍♂️ Top 1000 meditative 1989 06 04 14:10 with (stability 6–8, highest (fire+peace)/2):

01. 1992-03-14T13:10 | meditate=true | fire=6 | peace=9.5 | stability=6 | growth=5.60 | avgFirePeace=7.75
680. 1993-12-16T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=6 | growth=8.45 | avgFirePeace=1.00
681. 1994-02-14T13:10 | meditate=true | fire=1 | peace=1 | stability=6 | growth=3.60 | avgFirePeace=1.00
682. 1994-03-28T13:10 | meditate=true | fire=1 | peace=1 | stability=7 | growth=4.40 | avgFirePeace=1.00
683. 1994-05-22T13:10 | meditate=true | fire=1 | peace=1 | stability=7 | growth=3.60 | avgFirePeace=1.00
684. 1994-07-17T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=6.75 | avgFirePeace=1.00
685. 1994-08-24T13:10 | meditate=true | fire=-0.5 | peace=2.5 | stability=6 | growth=4.95 | avgFirePeace=1.00
686. 1994-12-17T13:10 | meditate=true | fire=1 | peace=1 | stability=7 | growth=4.40 | avgFirePeace=1.00
687. 1988-01-10T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=8 | growth=8.25 | avgFirePeace=0.75
688. 1988-01-11T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=9.60 | avgFirePeace=0.75
689. 1988-01-21T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=8 | growth=9.60 | avgFirePeace=0.75
690. 1988-02-05T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=8.50 | avgFirePeace=0.75
691. 1988-02-28T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=9.10 | avgFirePeace=0.75
692. 1988-04-10T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=6 | growth=7.00 | avgFirePeace=0.75
693. 1988-04-14T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=8.25 | avgFirePeace=0.75
694. 1988-10-31T13:10 | meditate=true | fire=1 | peace=0.5 | stability=6 | growth=5.50 | avgFirePeace=0.75
695. 1988-11-01T13:10 | meditate=true | fire=1.5 | peace=0 | stability=6 | growth=5.85 | avgFirePeace=0.75
696. 1988-12-01T13:10 | meditate=true | fire=1 | peace=0.5 | stability=8 | growth=3.30 | avgFirePeace=0.75
697. 1989-01-22T13:10 | meditate=true | fire=1 | peace=0.5 | stability=6 | growth=6.50 | avgFirePeace=0.75
698. 1989-03-29T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=8 | growth=6.00 | avgFirePeace=0.75
699. 1989-04-24T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=4.00 | avgFirePeace=0.75
700. 1990-03-18T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=8.40 | avgFirePeace=0.75
701. 1990-05-29T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=7.20 | avgFirePeace=0.75
702. 1990-06-27T13:10 | meditate=true | fire=3.5 | peace=-2 | stability=8 | growth=7.65 | avgFirePeace=0.75
703. 1990-07-01T13:10 | meditate=true | fire=1.5 | peace=0 | stability=7 | growth=5.85 | avgFirePeace=0.75
704. 1990-07-21T13:10 | meditate=true | fire=1 | peace=0.5 | stability=6 | growth=5.60 | avgFirePeace=0.75
705. 1991-01-02T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=8 | growth=8.40 | avgFirePeace=0.75
706. 1991-08-23T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=7.50 | avgFirePeace=0.75
707. 1991-10-06T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
708. 1991-10-07T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
709. 1991-10-13T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=7.20 | avgFirePeace=0.75
710. 1991-11-22T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=7 | growth=5.20 | avgFirePeace=0.75
711. 1992-01-18T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
712. 1992-02-20T13:10 | meditate=true | fire=1 | peace=0.5 | stability=8 | growth=7.70 | avgFirePeace=0.75
713. 1992-04-10T13:10 | meditate=true | fire=1.5 | peace=0 | stability=7 | growth=4.90 | avgFirePeace=0.75
714. 1992-06-04T13:10 | meditate=true | fire=1.5 | peace=0 | stability=6 | growth=3.75 | avgFirePeace=0.75
715. 1992-07-04T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=8.50 | avgFirePeace=0.75
716. 1992-07-28T13:10 | meditate=true | fire=1.5 | peace=0 | stability=6 | growth=6.60 | avgFirePeace=0.75
717. 1992-10-17T13:10 | meditate=true | fire=1 | peace=0.5 | stability=7 | growth=6.50 | avgFirePeace=0.75
718. 1992-11-02T13:10 | meditate=true | fire=1 | peace=0.5 | stability=7 | growth=4.80 | avgFirePeace=0.75
719. 1992-12-31T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=8.50 | avgFirePeace=0.75
720. 1993-01-11T13:10 | meditate=true | fire=0.5 | peace=1 | stability=7 | growth=5.40 | avgFirePeace=0.75
721. 1993-01-17T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=8 | growth=9.00 | avgFirePeace=0.75
722. 1993-02-22T13:10 | meditate=true | fire=1.5 | peace=0 | stability=7 | growth=6.60 | avgFirePeace=0.75
723. 1993-03-20T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=7 | growth=6.00 | avgFirePeace=0.75
724. 1993-06-30T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=8 | growth=6.00 | avgFirePeace=0.75
725. 1993-07-09T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=8 | growth=7.50 | avgFirePeace=0.75
726. 1993-11-02T13:10 | meditate=true | fire=1 | peace=0.5 | stability=6 | growth=5.60 | avgFirePeace=0.75
727. 1993-11-23T13:10 | meditate=true | fire=1 | peace=0.5 | stability=6 | growth=7.20 | avgFirePeace=0.75
728. 1994-02-05T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=6.30 | avgFirePeace=0.75
729. 1994-02-17T13:10 | meditate=true | fire=0.5 | peace=1 | stability=6 | growth=3.85 | avgFirePeace=0.75
730. 1994-04-23T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=8.25 | avgFirePeace=0.75
731. 1994-06-22T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=6.30 | avgFirePeace=0.75
732. 1994-06-27T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=5.25 | avgFirePeace=0.75
733. 1994-09-24T13:10 | meditate=true | fire=2 | peace=-0.5 | stability=6 | growth=6.00 | avgFirePeace=0.75
734. 1994-09-30T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=0.75
735. 1994-11-29T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=7.50 | avgFirePeace=0.75
736. 1994-11-30T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=7.50 | avgFirePeace=0.75
737. 1994-12-28T13:10 | meditate=true | fire=1.5 | peace=0 | stability=6 | growth=4.90 | avgFirePeace=0.75
738. 1988-01-08T13:10 | meditate=true | fire=2 | peace=-1 | stability=7 | growth=6.50 | avgFirePeace=0.50
739. 1988-02-19T13:10 | meditate=true | fire=2 | peace=-1 | stability=6 | growth=9.10 | avgFirePeace=0.50
740. 1988-02-22T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=0.50
741. 1988-04-11T13:10 | meditate=true | fire=2 | peace=-1 | stability=6 | growth=7.50 | avgFirePeace=0.50
742. 1988-10-11T13:10 | meditate=true | fire=0.5 | peace=0.5 | stability=7 | growth=4.20 | avgFirePeace=0.50
743. 1988-10-18T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=6 | growth=5.25 | avgFirePeace=0.50
744. 1988-10-24T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=8 | growth=6.30 | avgFirePeace=0.50
745. 1989-01-20T13:10 | meditate=true | fire=0.5 | peace=0.5 | stability=7 | growth=4.95 | avgFirePeace=0.50
746. 1989-05-13T13:10 | meditate=true | fire=0 | peace=1 | stability=6 | growth=2.40 | avgFirePeace=0.50
747. 1989-12-23T13:10 | meditate=true | fire=2 | peace=-1 | stability=6 | growth=4.50 | avgFirePeace=0.50
748. 1990-04-16T13:10 | meditate=true | fire=2 | peace=-1 | stability=7 | growth=6.40 | avgFirePeace=0.50
749. 1990-04-26T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=6 | growth=5.60 | avgFirePeace=0.50
750. 1990-06-04T13:10 | meditate=true | fire=1 | peace=0 | stability=6 | growth=4.20 | avgFirePeace=0.50
751. 1990-12-31T13:10 | meditate=true | fire=3.5 | peace=-2.5 | stability=8 | growth=9.35 | avgFirePeace=0.50
752. 1991-02-19T13:10 | meditate=true | fire=0.5 | peace=0.5 | stability=7 | growth=5.85 | avgFirePeace=0.50
753. 1991-02-25T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=6 | growth=5.95 | avgFirePeace=0.50
754. 1991-05-26T13:10 | meditate=true | fire=2 | peace=-1 | stability=7 | growth=6.40 | avgFirePeace=0.50
755. 1991-06-02T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=6 | growth=4.25 | avgFirePeace=0.50
756. 1991-10-09T13:10 | meditate=true | fire=3 | peace=-2 | stability=6 | growth=6.80 | avgFirePeace=0.50
757. 1991-11-19T13:10 | meditate=true | fire=2 | peace=-1 | stability=7 | growth=5.60 | avgFirePeace=0.50
758. 1992-01-03T13:10 | meditate=true | fire=2 | peace=-1 | stability=7 | growth=7.20 | avgFirePeace=0.50
759. 1992-04-05T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=7 | growth=6.30 | avgFirePeace=0.50
760. 1992-04-09T13:10 | meditate=true | fire=0.5 | peace=0.5 | stability=7 | growth=4.20 | avgFirePeace=0.50
761. 1992-06-01T13:10 | meditate=true | fire=1 | peace=0 | stability=6 | growth=5.20 | avgFirePeace=0.50
762. 1992-06-03T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=6 | growth=5.60 | avgFirePeace=0.50
763. 1992-07-27T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=7 | growth=7.70 | avgFirePeace=0.50
764. 1993-02-04T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=7 | growth=8.80 | avgFirePeace=0.50
765. 1993-02-17T13:10 | meditate=true | fire=1 | peace=0 | stability=7 | growth=5.20 | avgFirePeace=0.50
766. 1993-03-01T13:10 | meditate=true | fire=3 | peace=-2 | stability=7 | growth=8.00 | avgFirePeace=0.50
767. 1993-03-02T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=7 | growth=6.30 | avgFirePeace=0.50
768. 1993-04-01T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=7 | growth=5.25 | avgFirePeace=0.50
769. 1993-06-27T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=7 | growth=6.30 | avgFirePeace=0.50
770. 1994-03-07T13:10 | meditate=true | fire=0.5 | peace=0.5 | stability=6 | growth=3.25 | avgFirePeace=0.50
771. 1994-08-22T13:10 | meditate=true | fire=0 | peace=1 | stability=8 | growth=5.50 | avgFirePeace=0.50
772. 1994-10-08T13:10 | meditate=true | fire=1.5 | peace=-0.5 | stability=7 | growth=6.30 | avgFirePeace=0.50
773. 1994-10-30T13:10 | meditate=true | fire=2 | peace=-1 | stability=8 | growth=6.50 | avgFirePeace=0.50
774. 1994-12-30T13:10 | meditate=true | fire=3 | peace=-2 | stability=7 | growth=6.80 | avgFirePeace=0.50
775. 1988-04-03T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=6 | growth=8.10 | avgFirePeace=0.25
776. 1988-04-15T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=8 | growth=9.00 | avgFirePeace=0.25
777. 1988-12-26T13:10 | meditate=true | fire=0.5 | peace=0 | stability=8 | growth=4.55 | avgFirePeace=0.25
778. 1989-01-21T13:10 | meditate=true | fire=0 | peace=0.5 | stability=7 | growth=4.40 | avgFirePeace=0.25
779. 1989-04-05T13:10 | meditate=true | fire=0 | peace=0.5 | stability=8 | growth=5.00 | avgFirePeace=0.25
780. 1989-04-16T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=6 | growth=3.90 | avgFirePeace=0.25
781. 1989-05-18T13:10 | meditate=true | fire=0.5 | peace=0 | stability=6 | growth=3.00 | avgFirePeace=0.25
782. 1989-12-20T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=6 | growth=4.80 | avgFirePeace=0.25
783. 1990-04-01T13:10 | meditate=true | fire=3 | peace=-2.5 | stability=6 | growth=5.10 | avgFirePeace=0.25
784. 1990-07-04T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=7 | growth=7.00 | avgFirePeace=0.25
785. 1990-07-15T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=7 | growth=4.50 | avgFirePeace=0.25
786. 1990-07-17T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=6 | growth=4.50 | avgFirePeace=0.25
787. 1990-07-18T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=6 | growth=4.50 | avgFirePeace=0.25
788. 1990-10-14T13:10 | meditate=true | fire=0.5 | peace=0 | stability=6 | growth=3.50 | avgFirePeace=0.25
789. 1990-10-18T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=6 | growth=4.50 | avgFirePeace=0.25
790. 1991-01-24T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=6 | growth=4.25 | avgFirePeace=0.25
791. 1991-06-20T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=6 | growth=6.80 | avgFirePeace=0.25
792. 1991-06-22T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=6 | growth=6.80 | avgFirePeace=0.25
793. 1991-08-21T13:10 | meditate=true | fire=3 | peace=-2.5 | stability=6 | growth=6.40 | avgFirePeace=0.25
794. 1992-04-07T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=5.85 | avgFirePeace=0.25
795. 1992-06-25T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=8 | growth=5.95 | avgFirePeace=0.25
796. 1992-06-29T13:10 | meditate=true | fire=3 | peace=-2.5 | stability=6 | growth=7.20 | avgFirePeace=0.25
797. 1992-10-10T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=8 | growth=7.80 | avgFirePeace=0.25
798. 1993-01-19T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=8 | growth=9.00 | avgFirePeace=0.25
799. 1993-02-07T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=8 | growth=6.50 | avgFirePeace=0.25
800. 1993-03-03T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=7 | growth=6.65 | avgFirePeace=0.25
801. 1993-03-04T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=7 | growth=6.80 | avgFirePeace=0.25
802. 1993-03-06T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=7 | growth=6.80 | avgFirePeace=0.25
803. 1993-03-30T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=4.90 | avgFirePeace=0.25
804. 1993-05-26T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=7 | growth=8.00 | avgFirePeace=0.25
805. 1993-06-01T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=6.75 | avgFirePeace=0.25
806. 1993-06-20T13:10 | meditate=true | fire=0.5 | peace=0 | stability=7 | growth=4.55 | avgFirePeace=0.25
807. 1993-06-28T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=5.60 | avgFirePeace=0.25
808. 1993-07-07T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=8 | growth=8.25 | avgFirePeace=0.25
809. 1993-08-18T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=6 | growth=6.80 | avgFirePeace=0.25
810. 1993-12-06T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=7.70 | avgFirePeace=0.25
811. 1993-12-17T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=7 | growth=9.80 | avgFirePeace=0.25
812. 1994-04-22T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=6.75 | avgFirePeace=0.25
813. 1994-05-26T13:10 | meditate=true | fire=0 | peace=0.5 | stability=8 | growth=3.60 | avgFirePeace=0.25
814. 1994-06-19T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=4.90 | avgFirePeace=0.25
815. 1994-06-24T13:10 | meditate=true | fire=3.5 | peace=-3 | stability=8 | growth=7.65 | avgFirePeace=0.25
816. 1994-07-07T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=7 | growth=5.60 | avgFirePeace=0.25
817. 1994-08-07T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=7 | growth=5.50 | avgFirePeace=0.25
818. 1994-09-16T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=7.70 | avgFirePeace=0.25
819. 1994-09-18T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=7 | growth=7.70 | avgFirePeace=0.25
820. 1994-09-27T13:10 | meditate=true | fire=1.5 | peace=-1 | stability=6 | growth=4.90 | avgFirePeace=0.25
821. 1994-11-06T13:10 | meditate=true | fire=0.5 | peace=0 | stability=6 | growth=5.40 | avgFirePeace=0.25
822. 1994-11-09T13:10 | meditate=true | fire=2 | peace=-1.5 | stability=7 | growth=7.00 | avgFirePeace=0.25
823. 1994-12-18T13:10 | meditate=true | fire=0 | peace=0.5 | stability=6 | growth=4.40 | avgFirePeace=0.25
824. 1994-12-19T13:10 | meditate=true | fire=0.5 | peace=0 | stability=6 | growth=5.40 | avgFirePeace=0.25
825. 1994-12-24T13:10 | meditate=true | fire=1 | peace=-0.5 | stability=6 | growth=3.90 | avgFirePeace=0.25
826. 1988-01-20T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=8 | growth=8.80 | avgFirePeace=0.00
827. 1989-02-01T13:10 | meditate=true | fire=0 | peace=0 | stability=6 | growth=3.90 | avgFirePeace=0.00
828. 1989-02-17T13:10 | meditate=true | fire=-1.5 | peace=1.5 | stability=6 | growth=3.50 | avgFirePeace=0.00
829. 1989-02-18T13:10 | meditate=true | fire=-0.5 | peace=0.5 | stability=7 | growth=4.50 | avgFirePeace=0.00
830. 1989-02-22T13:10 | meditate=true | fire=1 | peace=-1 | stability=8 | growth=6.00 | avgFirePeace=0.00
831. 1989-04-11T13:10 | meditate=true | fire=0.5 | peace=-0.5 | stability=6 | growth=3.25 | avgFirePeace=0.00
832. 1989-05-16T13:10 | meditate=true | fire=0 | peace=0 | stability=6 | growth=2.40 | avgFirePeace=0.00
833. 1989-08-24T13:10 | meditate=true | fire=-1.5 | peace=1.5 | stability=6 | growth=3.50 | avgFirePeace=0.00
834. 1990-02-27T13:10 | meditate=true | fire=2 | peace=-2 | stability=7 | growth=5.10 | avgFirePeace=0.00
835. 1990-04-02T13:10 | meditate=true | fire=3 | peace=-3 | stability=6 | growth=5.40 | avgFirePeace=0.00
836. 1990-06-30T13:10 | meditate=true | fire=1 | peace=-1 | stability=7 | growth=5.20 | avgFirePeace=0.00
837. 1990-07-20T13:10 | meditate=true | fire=0.5 | peace=-0.5 | stability=6 | growth=5.85 | avgFirePeace=0.00
838. 1990-10-08T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=7 | growth=5.25 | avgFirePeace=0.00
839. 1990-10-16T13:10 | meditate=true | fire=1 | peace=-1 | stability=6 | growth=4.20 | avgFirePeace=0.00
840. 1991-03-30T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=7 | growth=8.80 | avgFirePeace=0.00
841. 1991-04-26T13:10 | meditate=true | fire=3 | peace=-3 | stability=6 | growth=9.00 | avgFirePeace=0.00
842. 1991-05-29T13:10 | meditate=true | fire=3 | peace=-3 | stability=8 | growth=7.60 | avgFirePeace=0.00
843. 1992-01-20T13:10 | meditate=true | fire=2 | peace=-2 | stability=8 | growth=6.50 | avgFirePeace=0.00
844. 1992-05-04T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=6 | growth=4.50 | avgFirePeace=0.00
845. 1992-05-13T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=6 | growth=5.95 | avgFirePeace=0.00
846. 1992-05-21T13:10 | meditate=true | fire=1 | peace=-1 | stability=8 | growth=8.40 | avgFirePeace=0.00
847. 1992-05-31T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=6 | growth=6.30 | avgFirePeace=0.00
848. 1992-06-28T13:10 | meditate=true | fire=4 | peace=-4 | stability=8 | growth=9.50 | avgFirePeace=0.00
849. 1992-07-02T13:10 | meditate=true | fire=3 | peace=-3 | stability=6 | growth=9.00 | avgFirePeace=0.00
850. 1992-07-18T13:10 | meditate=true | fire=1 | peace=-1 | stability=7 | growth=6.00 | avgFirePeace=0.00
851. 1992-07-23T13:10 | meditate=true | fire=3 | peace=-3 | stability=7 | growth=7.60 | avgFirePeace=0.00
852. 1992-07-24T13:10 | meditate=true | fire=3 | peace=-3 | stability=7 | growth=9.00 | avgFirePeace=0.00
853. 1992-10-11T13:10 | meditate=true | fire=2 | peace=-2 | stability=7 | growth=8.40 | avgFirePeace=0.00
854. 1993-01-08T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=7 | growth=5.95 | avgFirePeace=0.00
855. 1993-02-05T13:10 | meditate=true | fire=1 | peace=-1 | stability=8 | growth=7.00 | avgFirePeace=0.00
856. 1993-02-27T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=7 | growth=9.75 | avgFirePeace=0.00
857. 1993-07-15T13:10 | meditate=true | fire=2 | peace=-2 | stability=7 | growth=6.40 | avgFirePeace=0.00
858. 1993-07-16T13:10 | meditate=true | fire=1 | peace=-1 | stability=6 | growth=4.20 | avgFirePeace=0.00
859. 1993-08-10T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=7 | growth=9.75 | avgFirePeace=0.00
860. 1993-09-02T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=7 | growth=5.25 | avgFirePeace=0.00
861. 1994-01-16T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=6 | growth=6.30 | avgFirePeace=0.00
862. 1994-02-22T13:10 | meditate=true | fire=0.5 | peace=-0.5 | stability=6 | growth=3.25 | avgFirePeace=0.00
863. 1994-05-18T13:10 | meditate=true | fire=0 | peace=0 | stability=6 | growth=2.40 | avgFirePeace=0.00
864. 1994-05-19T13:10 | meditate=true | fire=0.5 | peace=-0.5 | stability=8 | growth=3.25 | avgFirePeace=0.00
865. 1994-06-18T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=7 | growth=5.25 | avgFirePeace=0.00
866. 1994-06-26T13:10 | meditate=true | fire=2 | peace=-2 | stability=6 | growth=5.60 | avgFirePeace=0.00
867. 1994-07-18T13:10 | meditate=true | fire=2 | peace=-2 | stability=8 | growth=7.50 | avgFirePeace=0.00
868. 1994-08-04T13:10 | meditate=true | fire=2 | peace=-2 | stability=7 | growth=7.50 | avgFirePeace=0.00
869. 1994-09-21T13:10 | meditate=true | fire=0.5 | peace=-0.5 | stability=7 | growth=6.60 | avgFirePeace=0.00
870. 1994-09-22T13:10 | meditate=true | fire=1.5 | peace=-1.5 | stability=6 | growth=7.20 | avgFirePeace=0.00
871. 1994-10-14T13:10 | meditate=true | fire=0.5 | peace=-0.5 | stability=6 | growth=4.90 | avgFirePeace=0.00
872. 1994-12-16T13:10 | meditate=true | fire=1 | peace=-1 | stability=6 | growth=5.20 | avgFirePeace=0.00
873. 1988-01-18T13:10 | meditate=true | fire=2.5 | peace=-3 | stability=8 | growth=9.35 | avgFirePeace=-0.25
874. 1988-02-04T13:10 | meditate=true | fire=2 | peace=-2.5 | stability=7 | growth=8.00 | avgFirePeace=-0.25
875. 1989-01-05T13:10 | meditate=true | fire=-0.5 | peace=0 | stability=7 | growth=4.95 | avgFirePeace=-0.25
876. 1989-02-16T13:10 | meditate=true | fire=-1 | peace=0.5 | stability=7 | growth=3.30 | avgFirePeace=-0.25
877. 1989-03-23T13:10 | meditate=true | fire=0 | peace=-0.5 | stability=7 | growth=5.00 | avgFirePeace=-0.25
878. 1989-04-09T13:10 | meditate=true | fire=-1 | peace=0.5 | stability=6 | growth=3.30 | avgFirePeace=-0.25
879. 1989-04-20T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=6 | growth=4.50 | avgFirePeace=-0.25
880. 1989-04-23T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=6 | growth=3.20 | avgFirePeace=-0.25
881. 1990-10-09T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=6 | growth=5.10 | avgFirePeace=-0.25
882. 1991-01-26T13:10 | meditate=true | fire=1.5 | peace=-2 | stability=6 | growth=4.25 | avgFirePeace=-0.25
883. 1991-03-31T13:10 | meditate=true | fire=2 | peace=-2.5 | stability=8 | growth=9.00 | avgFirePeace=-0.25
884. 1991-04-03T13:10 | meditate=true | fire=3 | peace=-3.5 | stability=7 | growth=9.50 | avgFirePeace=-0.25
885. 1991-05-15T13:10 | meditate=true | fire=0.5 | peace=-1 | stability=6 | growth=5.25 | avgFirePeace=-0.25
886. 1991-06-01T13:10 | meditate=true | fire=1.5 | peace=-2 | stability=7 | growth=6.30 | avgFirePeace=-0.25
887. 1991-07-07T13:10 | meditate=true | fire=2 | peace=-2.5 | stability=6 | growth=6.80 | avgFirePeace=-0.25
888. 1991-10-11T13:10 | meditate=true | fire=2 | peace=-2.5 | stability=7 | growth=8.00 | avgFirePeace=-0.25
889. 1992-01-04T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=7 | growth=6.50 | avgFirePeace=-0.25
890. 1992-02-19T13:10 | meditate=true | fire=0.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=-0.25
891. 1992-02-21T13:10 | meditate=true | fire=0.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=-0.25
892. 1992-07-06T13:10 | meditate=true | fire=0.5 | peace=-1 | stability=8 | growth=6.05 | avgFirePeace=-0.25
893. 1992-07-19T13:10 | meditate=true | fire=2 | peace=-2.5 | stability=6 | growth=6.80 | avgFirePeace=-0.25
894. 1992-08-03T13:10 | meditate=true | fire=0.5 | peace=-1 | stability=7 | growth=7.15 | avgFirePeace=-0.25
895. 1992-10-12T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=7 | growth=7.50 | avgFirePeace=-0.25
896. 1992-10-19T13:10 | meditate=true | fire=1.5 | peace=-2 | stability=7 | growth=7.70 | avgFirePeace=-0.25
897. 1993-01-18T13:10 | meditate=true | fire=2 | peace=-2.5 | stability=8 | growth=10.20 | avgFirePeace=-0.25
898. 1993-02-21T13:10 | meditate=true | fire=1.5 | peace=-2 | stability=7 | growth=6.75 | avgFirePeace=-0.25
899. 1993-12-25T13:10 | meditate=true | fire=0 | peace=-0.5 | stability=8 | growth=6.60 | avgFirePeace=-0.25
900. 1994-02-19T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=6 | growth=4.50 | avgFirePeace=-0.25
901. 1994-03-25T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=8 | growth=5.60 | avgFirePeace=-0.25
902. 1994-04-03T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=6 | growth=5.60 | avgFirePeace=-0.25
903. 1994-04-25T13:10 | meditate=true | fire=1 | peace=-1.5 | stability=7 | growth=7.20 | avgFirePeace=-0.25
