🧘‍♂️ Top 1000 pairs with 1989 06 04 14:10 (stability 6–8, highest (fire+peace)/2):

01. 1990-06-12T13:10 | meditate=true | fire=7.5 | peace=5.5 | stability=8 | growth=10.20 | avgFirePeace=6.50
679. 1990-05-25T13:10 | meditate=false | fire=3 | peace=3.5 | stability=8 | growth=6.00 | avgFirePeace=3.25
680. 1990-05-28T13:10 | meditate=false | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
681. 1990-06-23T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=6.00 | avgFirePeace=2.00
682. 1990-06-25T13:10 | meditate=true | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
683. 1990-06-29T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=7.00 | avgFirePeace=1.00
684. 1990-07-28T13:10 | meditate=false | fire=3 | peace=1.5 | stability=8 | growth=6.50 | avgFirePeace=2.25
685. 1990-07-31T13:10 | meditate=false | fire=3 | peace=5.5 | stability=7 | growth=4.80 | avgFirePeace=4.25
686. 1990-08-01T13:10 | meditate=false | fire=3 | peace=5 | stability=7 | growth=5.40 | avgFirePeace=4.00
687. 1990-08-05T13:10 | meditate=false | fire=3 | peace=-3 | stability=8 | growth=9.00 | avgFirePeace=0.00
688. 1990-08-13T13:10 | meditate=false | fire=3 | peace=-1 | stability=8 | growth=9.00 | avgFirePeace=1.00
689. 1990-08-18T13:10 | meditate=false | fire=3 | peace=0 | stability=7 | growth=7.00 | avgFirePeace=1.50
690. 1990-08-19T13:10 | meditate=false | fire=3 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.50
691. 1990-08-20T13:10 | meditate=false | fire=3 | peace=0 | stability=8 | growth=7.80 | avgFirePeace=1.50
692. 1990-08-22T13:10 | meditate=false | fire=3 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.50
693. 1990-08-26T13:10 | meditate=false | fire=3 | peace=2 | stability=7 | growth=6.60 | avgFirePeace=2.50
694. 1990-09-26T13:10 | meditate=true | fire=3 | peace=0 | stability=6 | growth=8.00 | avgFirePeace=1.50
695. 1990-10-07T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=6.00 | avgFirePeace=1.00
696. 1990-10-13T13:10 | meditate=false | fire=3 | peace=1 | stability=8 | growth=6.00 | avgFirePeace=2.00
697. 1990-10-29T13:10 | meditate=false | fire=3 | peace=5 | stability=8 | growth=5.00 | avgFirePeace=4.00
698. 1990-11-01T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=6 | growth=6.40 | avgFirePeace=1.25
699. 1990-11-02T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=6.80 | avgFirePeace=1.00
700. 1990-11-03T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=6.80 | avgFirePeace=1.00
701. 1990-11-13T13:10 | meditate=false | fire=3 | peace=-1 | stability=8 | growth=8.00 | avgFirePeace=1.00
702. 1990-11-29T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=8 | growth=8.40 | avgFirePeace=1.25
703. 1990-12-18T13:10 | meditate=false | fire=3 | peace=-2.5 | stability=8 | growth=8.50 | avgFirePeace=0.25
704. 1990-12-20T13:10 | meditate=false | fire=3 | peace=-4 | stability=7 | growth=6.00 | avgFirePeace=-0.50
705. 1990-12-28T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.50
706. 1991-01-02T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=8 | growth=8.40 | avgFirePeace=0.75
707. 1991-02-28T13:10 | meditate=true | fire=3 | peace=0.5 | stability=8 | growth=6.50 | avgFirePeace=1.75
708. 1991-03-05T13:10 | meditate=true | fire=3 | peace=4.5 | stability=7 | growth=5.50 | avgFirePeace=3.75
709. 1991-03-22T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=6.80 | avgFirePeace=1.50
710. 1991-03-29T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=8 | growth=9.10 | avgFirePeace=1.25
711. 1991-04-02T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=8.00 | avgFirePeace=1.00
712. 1991-04-03T13:10 | meditate=true | fire=3 | peace=-3.5 | stability=7 | growth=9.50 | avgFirePeace=-0.25
713. 1991-04-26T13:10 | meditate=true | fire=3 | peace=-3 | stability=6 | growth=9.00 | avgFirePeace=0.00
714. 1991-04-29T13:10 | meditate=false | fire=3 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.75
715. 1991-05-29T13:10 | meditate=true | fire=3 | peace=-3 | stability=8 | growth=7.60 | avgFirePeace=0.00
716. 1991-06-03T13:10 | meditate=true | fire=3 | peace=2 | stability=6 | growth=5.20 | avgFirePeace=2.50
717. 1991-06-14T13:10 | meditate=true | fire=3 | peace=0 | stability=6 | growth=7.80 | avgFirePeace=1.50
718. 1991-06-17T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=6 | growth=6.40 | avgFirePeace=1.25
719. 1991-06-28T13:10 | meditate=false | fire=3 | peace=0 | stability=8 | growth=7.80 | avgFirePeace=1.50
720. 1991-07-06T13:10 | meditate=false | fire=3 | peace=1 | stability=7 | growth=7.00 | avgFirePeace=2.00
721. 1991-07-31T13:10 | meditate=false | fire=3 | peace=2.5 | stability=8 | growth=7.20 | avgFirePeace=2.75
722. 1991-08-07T13:10 | meditate=false | fire=3 | peace=1 | stability=8 | growth=7.00 | avgFirePeace=2.00
723. 1991-08-08T13:10 | meditate=false | fire=3 | peace=1.5 | stability=8 | growth=6.50 | avgFirePeace=2.25
724. 1991-08-12T13:10 | meditate=false | fire=3 | peace=2 | stability=7 | growth=6.00 | avgFirePeace=2.50
725. 1991-08-13T13:10 | meditate=false | fire=3 | peace=2 | stability=8 | growth=6.60 | avgFirePeace=2.50
726. 1991-08-15T13:10 | meditate=false | fire=3 | peace=2 | stability=8 | growth=6.00 | avgFirePeace=2.50
727. 1991-08-17T13:10 | meditate=false | fire=3 | peace=1 | stability=7 | growth=6.00 | avgFirePeace=2.00
728. 1991-08-21T13:10 | meditate=true | fire=3 | peace=-2.5 | stability=6 | growth=6.40 | avgFirePeace=0.25
729. 1991-08-22T13:10 | meditate=false | fire=3 | peace=-1.5 | stability=7 | growth=7.50 | avgFirePeace=0.75
730. 1991-08-23T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=7.50 | avgFirePeace=0.75
731. 1991-08-30T13:10 | meditate=false | fire=3 | peace=-3 | stability=8 | growth=7.60 | avgFirePeace=0.00
732. 1991-08-31T13:10 | meditate=false | fire=3 | peace=-2 | stability=8 | growth=6.80 | avgFirePeace=0.50
733. 1991-09-01T13:10 | meditate=false | fire=3 | peace=-3 | stability=8 | growth=7.60 | avgFirePeace=0.00
734. 1991-09-03T13:10 | meditate=false | fire=3 | peace=0 | stability=8 | growth=4.20 | avgFirePeace=1.50
735. 1991-09-05T13:10 | meditate=false | fire=3 | peace=0 | stability=7 | growth=4.80 | avgFirePeace=1.50
736. 1991-09-06T13:10 | meditate=false | fire=3 | peace=0 | stability=7 | growth=6.00 | avgFirePeace=1.50
737. 1991-10-09T13:10 | meditate=true | fire=3 | peace=-2 | stability=6 | growth=6.80 | avgFirePeace=0.50
738. 1991-10-13T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=7.20 | avgFirePeace=0.75
739. 1991-10-14T13:10 | meditate=true | fire=3 | peace=2 | stability=6 | growth=6.00 | avgFirePeace=2.50
740. 1991-11-16T13:10 | meditate=false | fire=3 | peace=4.5 | stability=8 | growth=4.00 | avgFirePeace=3.75
741. 1991-11-18T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=5.20 | avgFirePeace=2.00
742. 1991-11-20T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=6.00 | avgFirePeace=1.00
743. 1992-01-10T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=7.80 | avgFirePeace=1.00
744. 1992-01-15T13:10 | meditate=true | fire=3 | peace=2.5 | stability=8 | growth=6.30 | avgFirePeace=2.75
745. 1992-01-28T13:10 | meditate=true | fire=3 | peace=0.5 | stability=6 | growth=6.50 | avgFirePeace=1.75
746. 1992-02-04T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=6 | growth=7.50 | avgFirePeace=1.25
747. 1992-02-05T13:10 | meditate=true | fire=3 | peace=0 | stability=6 | growth=7.00 | avgFirePeace=1.50
748. 1992-02-06T13:10 | meditate=true | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
749. 1992-02-07T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
750. 1992-02-25T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.75
751. 1992-02-26T13:10 | meditate=true | fire=3 | peace=2 | stability=7 | growth=7.20 | avgFirePeace=2.50
752. 1992-04-11T13:10 | meditate=true | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
753. 1992-04-13T13:10 | meditate=true | fire=3 | peace=2.5 | stability=8 | growth=6.50 | avgFirePeace=2.75
754. 1992-05-07T13:10 | meditate=false | fire=3 | peace=-1.5 | stability=8 | growth=7.20 | avgFirePeace=0.75
755. 1992-05-12T13:10 | meditate=false | fire=3 | peace=2 | stability=7 | growth=7.00 | avgFirePeace=2.50
756. 1992-05-16T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=6.50 | avgFirePeace=2.75
757. 1992-05-17T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=6.50 | avgFirePeace=2.75
758. 1992-05-19T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.00 | avgFirePeace=1.50
759. 1992-06-06T13:10 | meditate=false | fire=3 | peace=0.5 | stability=7 | growth=5.60 | avgFirePeace=1.75
760. 1992-06-22T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.00 | avgFirePeace=1.50
761. 1992-06-23T13:10 | meditate=true | fire=3 | peace=-1 | stability=8 | growth=6.00 | avgFirePeace=1.00
762. 1992-06-29T13:10 | meditate=true | fire=3 | peace=-2.5 | stability=6 | growth=7.20 | avgFirePeace=0.25
763. 1992-06-30T13:10 | meditate=true | fire=3 | peace=-4 | stability=6 | growth=7.60 | avgFirePeace=-0.50
764. 1992-07-02T13:10 | meditate=true | fire=3 | peace=-3 | stability=6 | growth=9.00 | avgFirePeace=0.00
765. 1992-07-04T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=8.50 | avgFirePeace=0.75
766. 1992-07-23T13:10 | meditate=true | fire=3 | peace=-3 | stability=7 | growth=7.60 | avgFirePeace=0.00
767. 1992-07-24T13:10 | meditate=true | fire=3 | peace=-3 | stability=7 | growth=9.00 | avgFirePeace=0.00
768. 1992-07-30T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=8 | growth=8.40 | avgFirePeace=1.25
769. 1992-07-31T13:10 | meditate=false | fire=3 | peace=2 | stability=8 | growth=6.60 | avgFirePeace=2.50
770. 1992-08-02T13:10 | meditate=false | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
771. 1992-08-14T13:10 | meditate=false | fire=3 | peace=3 | stability=8 | growth=6.60 | avgFirePeace=3.00
772. 1992-08-17T13:10 | meditate=false | fire=3 | peace=2.5 | stability=6 | growth=5.60 | avgFirePeace=2.75
773. 1992-08-28T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=7 | growth=7.50 | avgFirePeace=1.25
774. 1992-08-29T13:10 | meditate=false | fire=3 | peace=-1 | stability=7 | growth=8.00 | avgFirePeace=1.00
775. 1992-10-25T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=7.70 | avgFirePeace=2.75
776. 1992-12-18T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.00
777. 1992-12-30T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=6.60 | avgFirePeace=3.00
778. 1992-12-31T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=8.50 | avgFirePeace=0.75
779. 1993-01-03T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.50 | avgFirePeace=1.25
780. 1993-01-05T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=8.40 | avgFirePeace=1.75
781. 1993-01-07T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.75
782. 1993-01-28T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.50
783. 1993-02-01T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=7.50 | avgFirePeace=1.25
784. 1993-02-03T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=8.00 | avgFirePeace=1.50
785. 1993-02-13T13:10 | meditate=true | fire=3 | peace=3 | stability=8 | growth=5.20 | avgFirePeace=3.00
786. 1993-02-16T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=6.00 | avgFirePeace=2.00
787. 1993-03-01T13:10 | meditate=true | fire=3 | peace=-2 | stability=7 | growth=8.00 | avgFirePeace=0.50
788. 1993-03-05T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.25
789. 1993-03-22T13:10 | meditate=true | fire=3 | peace=4 | stability=7 | growth=6.00 | avgFirePeace=3.50
790. 1993-04-07T13:10 | meditate=true | fire=3 | peace=2 | stability=8 | growth=7.00 | avgFirePeace=2.50
791. 1993-04-12T13:10 | meditate=true | fire=3 | peace=1.5 | stability=8 | growth=6.50 | avgFirePeace=2.25
792. 1993-04-15T13:10 | meditate=true | fire=3 | peace=0.5 | stability=8 | growth=7.50 | avgFirePeace=1.75
793. 1993-04-16T13:10 | meditate=true | fire=3 | peace=0 | stability=8 | growth=8.00 | avgFirePeace=1.50
794. 1993-05-06T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=8.00 | avgFirePeace=1.50
795. 1993-05-10T13:10 | meditate=false | fire=3 | peace=3 | stability=8 | growth=6.60 | avgFirePeace=3.00
796. 1993-05-11T13:10 | meditate=false | fire=3 | peace=2.5 | stability=8 | growth=7.70 | avgFirePeace=2.75
797. 1993-05-13T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=6.00 | avgFirePeace=3.00
798. 1993-05-15T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=5.20 | avgFirePeace=3.00
799. 1993-05-25T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.75
800. 1993-06-05T13:10 | meditate=false | fire=3 | peace=0.5 | stability=8 | growth=6.40 | avgFirePeace=1.75
801. 1993-06-26T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=7.00 | avgFirePeace=2.00
802. 1993-07-09T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=8 | growth=7.50 | avgFirePeace=0.75
803. 1993-08-04T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=7.50 | avgFirePeace=1.25
804. 1993-08-07T13:10 | meditate=true | fire=3 | peace=-1 | stability=8 | growth=9.00 | avgFirePeace=1.00
805. 1993-09-07T13:10 | meditate=false | fire=3 | peace=1 | stability=8 | growth=6.00 | avgFirePeace=2.00
806. 1993-09-16T13:10 | meditate=false | fire=3 | peace=0.5 | stability=8 | growth=8.40 | avgFirePeace=1.75
807. 1994-02-26T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=5.60 | avgFirePeace=1.75
808. 1994-03-15T13:10 | meditate=true | fire=3 | peace=1.5 | stability=8 | growth=7.70 | avgFirePeace=2.25
809. 1994-05-28T13:10 | meditate=true | fire=3 | peace=1 | stability=8 | growth=6.00 | avgFirePeace=2.00
810. 1994-06-06T13:10 | meditate=false | fire=3 | peace=2.5 | stability=8 | growth=6.00 | avgFirePeace=2.75
811. 1994-07-25T13:10 | meditate=true | fire=3 | peace=3 | stability=7 | growth=6.00 | avgFirePeace=3.00
812. 1994-08-05T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
813. 1994-09-17T13:10 | meditate=true | fire=3 | peace=2 | stability=7 | growth=7.80 | avgFirePeace=2.50
814. 1994-09-20T13:10 | meditate=true | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
815. 1994-09-25T13:10 | meditate=true | fire=3 | peace=2 | stability=7 | growth=7.00 | avgFirePeace=2.50
816. 1994-10-07T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=8 | growth=7.50 | avgFirePeace=1.25
817. 1994-10-13T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=7.00 | avgFirePeace=2.00
818. 1994-11-14T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=5.00 | avgFirePeace=3.50
819. 1994-11-17T13:10 | meditate=false | fire=3 | peace=5.5 | stability=8 | growth=3.20 | avgFirePeace=4.25
820. 1994-11-29T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=7.50 | avgFirePeace=0.75
821. 1994-11-30T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=7.50 | avgFirePeace=0.75
822. 1994-12-13T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.20 | avgFirePeace=1.75
823. 1994-12-30T13:10 | meditate=true | fire=3 | peace=-2 | stability=7 | growth=6.80 | avgFirePeace=0.50
824. 1988-01-10T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=8 | growth=8.25 | avgFirePeace=0.75
825. 1988-01-18T13:10 | meditate=true | fire=2.5 | peace=-3 | stability=8 | growth=9.35 | avgFirePeace=-0.25
826. 1988-01-20T13:10 | meditate=true | fire=2.5 | peace=-2.5 | stability=8 | growth=8.80 | avgFirePeace=0.00
827. 1988-02-24T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.25
828. 1988-02-28T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=7 | growth=9.10 | avgFirePeace=0.75
829. 1988-03-01T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=6.60 | avgFirePeace=2.00
830. 1988-03-05T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=6.60 | avgFirePeace=2.00
831. 1988-04-03T13:10 | meditate=true | fire=2.5 | peace=-2 | stability=6 | growth=8.10 | avgFirePeace=0.25
832. 1988-04-12T13:10 | meditate=false | fire=2.5 | peace=1.5 | stability=8 | growth=7.15 | avgFirePeace=2.00
833. 1988-04-14T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=8.25 | avgFirePeace=0.75
834. 1988-05-10T13:10 | meditate=false | fire=2.5 | peace=3 | stability=6 | growth=6.50 | avgFirePeace=2.75
835. 1988-05-22T13:10 | meditate=false | fire=2.5 | peace=3 | stability=7 | growth=6.50 | avgFirePeace=2.75
836. 1988-05-31T13:10 | meditate=false | fire=2.5 | peace=3 | stability=6 | growth=4.55 | avgFirePeace=2.75
837. 1988-06-02T13:10 | meditate=false | fire=2.5 | peace=4.5 | stability=6 | growth=3.50 | avgFirePeace=3.50
838. 1988-06-07T13:10 | meditate=false | fire=2.5 | peace=4.5 | stability=6 | growth=4.05 | avgFirePeace=3.50
839. 1988-06-14T13:10 | meditate=false | fire=2.5 | peace=3.5 | stability=6 | growth=4.95 | avgFirePeace=3.00
840. 1988-06-15T13:10 | meditate=false | fire=2.5 | peace=4.5 | stability=6 | growth=4.95 | avgFirePeace=3.50
841. 1988-06-16T13:10 | meditate=false | fire=2.5 | peace=3 | stability=6 | growth=5.40 | avgFirePeace=2.75
842. 1988-07-03T13:10 | meditate=true | fire=2.5 | peace=4 | stability=6 | growth=3.85 | avgFirePeace=3.25
843. 1988-07-10T13:10 | meditate=true | fire=2.5 | peace=4 | stability=7 | growth=6.05 | avgFirePeace=3.25
844. 1988-07-20T13:10 | meditate=false | fire=2.5 | peace=4.5 | stability=7 | growth=5.50 | avgFirePeace=3.50
845. 1988-08-01T13:10 | meditate=false | fire=2.5 | peace=2 | stability=8 | growth=6.50 | avgFirePeace=2.25
846. 1988-08-04T13:10 | meditate=false | fire=2.5 | peace=2.5 | stability=7 | growth=4.95 | avgFirePeace=2.50
847. 1988-08-05T13:10 | meditate=false | fire=2.5 | peace=3.5 | stability=6 | growth=4.20 | avgFirePeace=3.00
848. 1988-08-06T13:10 | meditate=false | fire=2.5 | peace=4 | stability=6 | growth=3.85 | avgFirePeace=3.25
849. 1988-08-09T13:10 | meditate=false | fire=2.5 | peace=4.5 | stability=7 | growth=5.50 | avgFirePeace=3.50
850. 1988-08-11T13:10 | meditate=false | fire=2.5 | peace=5 | stability=7 | growth=4.95 | avgFirePeace=3.75
851. 1988-08-19T13:10 | meditate=false | fire=2.5 | peace=7 | stability=8 | growth=2.70 | avgFirePeace=4.75
852. 1988-08-31T13:10 | meditate=false | fire=2.5 | peace=4 | stability=7 | growth=4.50 | avgFirePeace=3.25
853. 1988-09-17T13:10 | meditate=false | fire=2.5 | peace=1.5 | stability=6 | growth=6.60 | avgFirePeace=2.00
854. 1988-09-29T13:10 | meditate=false | fire=2.5 | peace=2.5 | stability=8 | growth=4.20 | avgFirePeace=2.50
855. 1988-10-02T13:10 | meditate=true | fire=2.5 | peace=7 | stability=8 | growth=3.60 | avgFirePeace=4.75
856. 1988-10-29T13:10 | meditate=true | fire=2.5 | peace=4 | stability=7 | growth=6.50 | avgFirePeace=3.25
857. 1988-10-30T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=8.25 | avgFirePeace=2.25
858. 1988-11-06T13:10 | meditate=false | fire=2.5 | peace=-1.5 | stability=7 | growth=5.60 | avgFirePeace=0.50
859. 1988-11-19T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=7 | growth=4.95 | avgFirePeace=3.00
860. 1988-11-27T13:10 | meditate=true | fire=2.5 | peace=4 | stability=8 | growth=5.20 | avgFirePeace=3.25
861. 1988-11-28T13:10 | meditate=true | fire=2.5 | peace=2.5 | stability=8 | growth=7.15 | avgFirePeace=2.50
862. 1988-12-03T13:10 | meditate=true | fire=2.5 | peace=4 | stability=8 | growth=3.60 | avgFirePeace=3.25
863. 1988-12-10T13:10 | meditate=false | fire=2.5 | peace=1.5 | stability=8 | growth=5.50 | avgFirePeace=2.00
864. 1988-12-19T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=5.85 | avgFirePeace=2.00
865. 1988-12-27T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=8 | growth=3.25 | avgFirePeace=3.00
866. 1989-01-02T13:10 | meditate=true | fire=2.5 | peace=2 | stability=7 | growth=5.40 | avgFirePeace=2.25
867. 1989-02-28T13:10 | meditate=true | fire=2.5 | peace=3.5 | stability=8 | growth=2.75 | avgFirePeace=3.00
868. 1989-03-02T13:10 | meditate=true | fire=2.5 | peace=6 | stability=8 | growth=2.00 | avgFirePeace=4.25
869. 1989-03-25T13:10 | meditate=true | fire=2.5 | peace=3 | stability=8 | growth=4.50 | avgFirePeace=2.75
870. 1989-04-24T13:10 | meditate=true | fire=2.5 | peace=-1 | stability=6 | growth=4.00 | avgFirePeace=0.75
871. 1989-06-06T13:10 | meditate=false | fire=2.5 | peace=11.5 | stability=6 | growth=0.75 | avgFirePeace=7.00
872. 1989-06-07T13:10 | meditate=false | fire=2.5 | peace=11.5 | stability=7 | growth=0.75 | avgFirePeace=7.00
873. 1989-06-11T13:10 | meditate=false | fire=2.5 | peace=6.5 | stability=8 | growth=2.80 | avgFirePeace=4.50
874. 1989-06-21T13:10 | meditate=true | fire=2.5 | peace=5 | stability=6 | growth=3.85 | avgFirePeace=3.75
875. 1989-06-23T13:10 | meditate=true | fire=2.5 | peace=7 | stability=7 | growth=3.15 | avgFirePeace=4.75
876. 1989-06-24T13:10 | meditate=true | fire=2.5 | peace=9 | stability=7 | growth=2.45 | avgFirePeace=5.75
877. 1989-07-25T13:10 | meditate=false | fire=2.5 | peace=3 | stability=8 | growth=3.50 | avgFirePeace=2.75
878. 1989-08-09T13:10 | meditate=false | fire=2.5 | peace=5.5 | stability=8 | growth=3.50 | avgFirePeace=4.00
879. 1989-08-13T13:10 | meditate=false | fire=2.5 | peace=10.5 | stability=7 | growth=2.25 | avgFirePeace=6.50
880. 1989-08-14T13:10 | meditate=false | fire=2.5 | peace=10 | stability=7 | growth=2.70 | avgFirePeace=6.25
881. 1989-08-20T13:10 | meditate=true | fire=2.5 | peace=5 | stability=6 | growth=3.60 | avgFirePeace=3.75
882. 1989-09-08T13:10 | meditate=true | fire=2.5 | peace=7 | stability=6 | growth=2.50 | avgFirePeace=4.75
883. 1989-09-15T13:10 | meditate=true | fire=2.5 | peace=6 | stability=7 | growth=3.85 | avgFirePeace=4.25
884. 1989-09-21T13:10 | meditate=true | fire=2.5 | peace=2.5 | stability=6 | growth=3.25 | avgFirePeace=2.50
885. 1989-09-29T13:10 | meditate=true | fire=2.5 | peace=3 | stability=7 | growth=3.85 | avgFirePeace=2.75
886. 1989-10-14T13:10 | meditate=false | fire=2.5 | peace=6 | stability=8 | growth=4.50 | avgFirePeace=4.25
887. 1989-10-23T13:10 | meditate=false | fire=2.5 | peace=3.5 | stability=8 | growth=4.20 | avgFirePeace=3.00
888. 1989-11-19T13:10 | meditate=false | fire=2.5 | peace=5 | stability=8 | growth=3.60 | avgFirePeace=3.75
889. 1989-11-26T13:10 | meditate=false | fire=2.5 | peace=6 | stability=8 | growth=4.95 | avgFirePeace=4.25
890. 1990-01-06T13:10 | meditate=false | fire=2.5 | peace=-0.5 | stability=8 | growth=9.75 | avgFirePeace=1.00
891. 1990-01-07T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=8 | growth=8.25 | avgFirePeace=0.75
892. 1990-01-10T13:10 | meditate=false | fire=2.5 | peace=0 | stability=8 | growth=7.80 | avgFirePeace=1.25
893. 1990-01-26T13:10 | meditate=false | fire=2.5 | peace=1.5 | stability=7 | growth=6.60 | avgFirePeace=2.00
894. 1990-01-29T13:10 | meditate=false | fire=2.5 | peace=0.5 | stability=8 | growth=5.85 | avgFirePeace=1.50
895. 1990-02-02T13:10 | meditate=false | fire=2.5 | peace=-1 | stability=8 | growth=5.25 | avgFirePeace=0.75
896. 1990-02-10T13:10 | meditate=false | fire=2.5 | peace=1 | stability=7 | growth=5.25 | avgFirePeace=1.75
897. 1990-02-11T13:10 | meditate=false | fire=2.5 | peace=0.5 | stability=7 | growth=3.75 | avgFirePeace=1.50
898. 1990-02-17T13:10 | meditate=false | fire=2.5 | peace=2 | stability=7 | growth=7.15 | avgFirePeace=2.25
899. 1990-02-24T13:10 | meditate=false | fire=2.5 | peace=1 | stability=8 | growth=5.25 | avgFirePeace=1.75
900. 1990-04-07T13:10 | meditate=false | fire=2.5 | peace=-2 | stability=7 | growth=4.50 | avgFirePeace=0.25
901. 1990-04-26T13:10 | meditate=true | fire=2.5 | peace=-1.5 | stability=6 | growth=5.60 | avgFirePeace=0.50
902. 1990-04-28T13:10 | meditate=false | fire=2.5 | peace=1.5 | stability=7 | growth=5.85 | avgFirePeace=2.00
903. 1990-05-06T13:10 | meditate=false | fire=2.5 | peace=-1.5 | stability=8 | growth=6.75 | avgFirePeace=0.50
904. 1990-05-26T13:10 | meditate=false | fire=2.5 | peace=2 | stability=8 | growth=6.05 | avgFirePeace=2.25
905. 1990-05-27T13:10 | meditate=false | fire=2.5 | peace=-0.5 | stability=8 | growth=7.70 | avgFirePeace=1.00
